Date,Adj Close,Close,High,Low,Open,Volume,SMA 1,EMA 1,SMA 200,EMA 200,Percent Change,Cumulative Return,Stock 1,Buy Stock 1 Percent Change,Sell Stock 1 Percent Change,Stock 1 Cumulative Return,Stock 2,Buy Stock 2 Percent Change,Sell Stock 2 Percent Change,Stock 2 Cumulative Return,Stock 3,Buy Stock 3 Percent Change,Sell Stock 3 Percent Change,Stock 3 Cumulative Return,Stock 4,Buy Stock 4 Percent Change,Sell Stock 4 Percent Change,Stock 4 Cumulative Return,Stock 5,Buy Stock 5 Percent Change,Sell Stock 5 Percent Change,Stock 5 Cumulative Return,Stock Percent Change,Cumulative Stock Return
2019-12-13,3168.800048828125,3168.800048828125,3182.679931640625,3156.510009765625,3166.64990234375,3757650000,3168.800048828125,3168.800048828125,2944.417091064453,2952.7587285261598,0.0,1.0,JD,-0.0,,0.999000999000999,KEYS,0.0,,1.00882627489926,CMG,0.0,,1.0060716554145945,SYF,0.0,,1.0011259151659078,AEM,0.0,,1.0129174335319062,0.0,1.0
2019-12-16,3191.449951171875,3191.449951171875,3197.7099609375,3183.6298828125,3183.6298828125,4070200000,3191.449951171875,3191.449951171875,2946.410290527344,2955.1337655674106,0.007147785279833618,1.0071477852798336,JD,0.0,,1.0178057057544938,KEYS,-0.0,,0.9841226220812747,CMG,0.0,,1.0152892570317322,SYF,-0.0,,0.987579283301183,AEM,-0.0,,0.9938652133518895,0.0,1.0
2019-12-17,3192.52001953125,3192.52001953125,3198.219970703125,3191.030029296875,3195.39990234375,3842940000,3192.52001953125,3192.52001953125,2948.4246411132813,2957.4958178456577,0.00033529222633799094,1.0074854741030115,JD,0.0,,1.019274802453693,KEYS,-0.0,,0.9726130029730758,CMG,0.0,,1.0267158209606269,SYF,-0.0,,0.9804075012575956,AEM,-0.0,,0.9789547252120677,0.0,1.0
2019-12-18,3191.139892578125,3191.139892578125,3198.47998046875,3191.139892578125,3195.2099609375,4029950000,3191.139892578125,3191.139892578125,2950.5230908203125,2959.8206345096623,-0.00043230017186479675,1.0070499379594056,JD,-0.0,,1.0119292068728034,KEYS,-0.0,,0.9725194085192876,CMG,-0.0,,1.020336178701559,SYF,-0.0,,0.977220076347027,AEM,0.0,,0.9792860764150393,0.0,1.0
2019-12-19,3205.3701171875,3205.3701171875,3205.47998046875,3192.320068359375,3192.320068359375,3784360000,3205.3701171875,3205.3701171875,2952.805291748047,2962.2639129442678,0.004459292004863613,1.0115406676962464,JD,0.0,,1.0219192213462092,KEYS,-0.0,,0.9718643901260703,CMG,0.0,,1.029023281032489,SYF,-0.0,,0.9679232768121198,AEM,-0.0,,0.973818876364178,0.0,1.0
2019-12-20,3221.219970703125,3221.219970703125,3225.64990234375,3216.030029296875,3223.330078125,6457480000,3221.219970703125,3221.219970703125,2955.1960412597655,2964.8405901358983,0.004944781081796634,1.0165425148533387,JD,0.0,,1.037491960195423,KEYS,-0.0,,0.9649398997703935,CMG,0.0,,1.0297759592566644,SYF,0.0,,0.9758919910781577,AEM,-0.0,,0.9605651442392141,0.0,1.0
2019-12-23,3224.010009765625,3224.010009765625,3227.780029296875,3222.300048828125,3226.050048828125,3064530000,3224.010009765625,3224.010009765625,2957.399591064453,2967.419390331219,0.0008661436002121992,1.0174229866469224,JD,0.0,,1.065405133734889,KEYS,0.0,,0.9728001204890022,CMG,-0.0,,1.0220760704377116,SYF,-0.0,,0.9650015297511716,AEM,0.0,,0.9895577109120387,0.0,1.0
2019-12-24,3223.3798828125,3223.3798828125,3226.429931640625,3220.510009765625,3225.449951171875,1296530000,3223.3798828125,3223.3798828125,2959.5588903808593,2969.966260903172,-0.00019544819997963092,1.0172241331555645,JD,0.0,,1.0659927948315475,KEYS,-0.0,,0.9658756301333253,CMG,0.0,,1.0228165099915754,SYF,-0.0,,0.9647358519015512,AEM,0.0,,1.016230882362842,0.0,1.0
2019-12-26,3239.909912109375,3239.909912109375,3240.080078125,3227.199951171875,3227.199951171875,2164540000,3239.909912109375,3239.909912109375,2961.703840332031,2972.652267382836,0.005128166675301138,1.022440628056525,JD,-0.0,,1.0648175847231243,KEYS,0.0,,0.9698993349464181,CMG,0.0,,1.034798168226823,SYF,-0.0,,0.9631420887830614,AEM,-0.0,,1.0157338871577746,0.0,1.0
2019-12-27,3240.02001953125,3240.02001953125,3247.929931640625,3234.3701171875,3247.22998046875,2429150000,3240.02001953125,3240.02001953125,2963.8615405273435,2975.3126430261036,3.398471712534601e-05,1.022475375412047,CMG,-0.00043166671935794825,0.0,0.9978416664032103,CPRT,-0.0004394571646194834,0.0,0.9978027141769026,TER,-0.0014074332416995185,-0.0,0.9929628337915024,EPAM,-0.0013619950120880688,-0.0,0.9931900249395597,AEM,0.0,-0.0,1.0141994368289988,-0.003640552137765019,0.996359447862235
