,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-06,2024-12-31,--,$2.00
1,2024-10-24,2024-09-30,--,$2.07
2,2024-07-25,2024-06-30,--,$2.01
3,2024-04-25,2024-03-31,--,$1.92
4,2024-02-08,2023-12-31,$1.83,$1.92
5,2023-10-26,2023-09-30,$1.74,$1.83
6,2023-07-27,2023-06-30,$1.70,$1.79
7,2023-04-27,2023-03-31,$1.64,$1.70
8,2023-02-09,2022-12-31,$1.53,$1.70
9,2022-10-27,2022-09-30,$1.57,$1.58
10,2022-07-28,2022-06-30,$1.52,$1.54
11,2022-04-28,2022-03-31,$1.39,$1.43
12,2022-02-10,2021-12-31,$1.38,$1.48
13,2021-10-28,2021-09-30,$1.35,$1.40
14,2021-07-22,2021-06-30,$1.32,$1.31
15,2021-04-22,2021-03-31,$1.29,$1.33
16,2021-02-11,2020-12-31,$1.29,$1.38
17,2020-10-22,2020-09-30,$1.26,$1.49
18,2020-07-23,2020-06-30,$1.24,$1.32
19,2020-04-23,2020-03-31,$1.21,$2.86
20,2020-02-06,2019-12-31,$1.24,$1.26
21,2019-10-24,2019-09-30,$1.19,$1.30
22,2019-07-25,2019-06-30,$1.18,$1.24
23,2019-04-25,2019-03-31,$1.15,$1.21
24,2019-02-07,2018-12-31,$1.12,$1.50
25,2018-10-25,2018-09-30,$1.10,$1.13
26,2018-07-26,2018-06-30,$1.03,$1.09
27,2018-04-26,2018-03-31,$0.95,$0.97
28,2018-02-08,2017-12-31,$0.89,$0.89
29,2017-10-26,2017-09-30,$0.90,$0.89
30,2017-07-27,2017-06-30,$0.91,$0.99
31,2017-04-27,2017-03-31,$0.86,$0.86
32,2017-02-09,2016-12-31,$0.79,$0.84
33,2016-10-27,2016-09-30,$0.79,$0.83
34,2016-07-28,2016-06-30,--,$0.87
35,2016-04-28,2016-03-31,--,$0.77
36,2016-02-11,2015-12-31,--,$0.77
37,2015-10-22,2015-09-30,--,$0.72
38,2015-07-23,2015-06-30,--,$0.69
39,2015-04-23,2015-03-31,$0.69,$0.69
40,2015-02-05,2014-12-31,--,$0.63
