Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.44550,2.94940,-7.39490,0.25670,-7.13830,0.01110,-7.14940,-7.14940,-7.14940,-7.36900,-7.39490,29.42440,29.42440,-0.24000,-0.24000,3.46640,,,-40.73570,-40.73570,-28.43660,-40.73570,0.87780,-0.1304,-0.1392
2024-06-30,2.22410,2.47840,-4.70250,0.30690,-4.39560,0.01030,-4.40590,-4.40590,-4.39290,-4.67820,-4.70250,28.78520,28.78520,-0.15000,-0.15000,7.00450,,,-18.44130,-18.44130,-15.27900,-18.44130,0.87100,-0.1522,-0.1532
2024-03-31,3.24870,2.34150,-5.59010,0.26790,-5.32220,0.00880,-5.33110,-5.33110,-5.25900,-5.56630,-5.59010,23.43810,23.43810,-0.22000,-0.22000,5.81870,,,-19.29320,-19.29320,-15.52090,-19.29320,1.04680,-0.16330,-0.17620
2023-12-31,3.10070,2.27510,-5.37590,0.22860,-5.14730,0.00810,-5.15540,-5.15540,-5.08950,-5.37280,-5.37590,17.34120,17.34120,-0.24000,-0.24000,5.31670,,,-31.81660,-31.81660,-25.87370,-31.81660,0.81330,-0.1877,-0.1887
2023-09-30,2.10600,2.41780,-4.52380,0.18670,-4.33710,0.00680,-4.34390,-4.34390,-4.28070,-4.52240,-4.52380,18.57840,18.57840,-0.23000,-0.23000,7.90350,,,-22.10720,-22.10720,-19.32790,-22.10720,1.00210,-0.0951,-0.0972
2023-06-30,2.20920,1.51150,-3.72070,0.12880,-3.59190,0.00630,-3.59820,-3.59820,-3.57620,-3.72020,-3.72070,15.03900,15.03900,-0.24000,-0.24000,6.47240,,,-27.32010,-27.32010,-23.11510,-27.32010,0.80990,-0.2224,-0.2224
2023-03-31,1.31900,1.20170,-2.52080,0.02790,-2.49290,0.00520,-2.49800,-2.49800,-2.47970,-2.52020,-2.52080,13.89720,13.89720,-0.18000,-0.18000,8.84860,,,-21.28060,-21.28060,-18.90810,-21.28060,0.84150,-0.15050,-0.15050
2022-12-31,2.26260,1.53200,-3.79460,,-3.79460,0.00530,-3.79980,-3.79980,-3.79980,-3.79400,-3.79460,13.88730,13.88730,-0.27000,-0.27000,11.70020,,,-28.87460,-28.87460,-25.48840,-28.87460,0.94730,-0.2818,-0.2818
2022-09-30,0.69590,0.83740,-1.53340,,-1.53340,0.00170,-1.53510,-1.53510,-1.53510,-1.53280,-1.53340,13.92480,13.92480,-0.11000,-0.11000,26.90190,,,-9.16530,-9.16530,-8.82460,-9.16530,1.20260,-0.1046,-0.1046
2022-06-30,0.60780,0.95320,-1.56100,-0.00010,-1.56110,0.00170,-1.56280,-1.56280,-1.56280,-1.56060,-1.56100,13.88140,13.88140,-0.11000,-0.11000,19.52840,,,-8.62900,-8.62900,-8.18720,-8.62900,1.30200,-0.039,-0.039
2022-03-31,0.62950,0.70050,-1.33000,-0.00040,-1.33040,0.00160,-1.33200,-1.33200,-1.33200,-1.32940,-1.33000,13.83040,13.83040,-0.10000,-0.10000,54.81560,,0.00250,-6.77800,-6.77800,-6.65440,-6.77800,1.41800,-0.10810,-0.10810
2021-12-31,0.00920,0.58910,-0.59830,-22.15550,-22.75390,0.00150,-22.75530,-22.75530,-22.75530,-0.58110,-0.59830,3.67260,3.67260,-6.16000,-6.16000,90.01430,,0.00280,-126.48840,-126.48840,-125.08360,-126.48840,1.35990,-0.2919,-0.292
2021-09-30,0.02970,0.31830,-0.34800,-0.05390,-0.40190,0.00130,-0.40330,-0.40330,-0.40330,-0.32730,-0.34800,3.37500,3.37500,-0.12000,-0.12000,0.03760,-0.02430,-0.68550,6.50880,6.50880,-81.42510,6.66690,-0.81790,-0.015,-0.015
2021-06-30,0.06280,0.18040,-0.24320,0.03610,-0.20700,0.00160,-0.20860,-0.20860,-0.20860,-0.22280,-0.24320,3.37500,3.37500,-0.06000,-0.06000,,,,,,,,,-0.0469,-0.0468
2021-03-31,0.02480,0.13770,-0.16250,-0.85250,-1.01510,0.00160,-1.01670,-1.01670,-1.01670,-0.16020,-0.16250,3.37500,3.37500,-0.30000,-0.30000,,,,,,,,,-0.07890,-0.07920
2020-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2020-09-30,0.00000,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
