Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,9.30000,0.80600,8.49400,57.85000,12.95500,70.80500,-62.31100,1.57200,-60.73900,-60.73900,-60.73900,-60.73900,-61.75200,-62.31100,119.49500,119.49500,-0.51000,-0.51000,1.92380,91.33330,-670.01070,-670.01070,-653.10750,-653.10750,0.05740,0.02980,1.14050,78.90970,-73.03780,-73.03790,-37.51130,-73.03780,0.69530,-0.3428,-0.3428
2024-06-30,2.26400,0.08800,2.17600,30.33400,21.08900,51.42300,-49.24700,2.00000,-47.24700,-47.24700,-47.24700,-47.24700,-48.73300,-49.24700,119.36300,119.36300,-0.40000,-0.40000,4.71370,96.11310,-2175.22100,-2175.22100,-2086.88200,-2086.88200,0.01280,0.01650,0.78390,114.80570,-33.59380,-33.59380,-26.64120,-33.59380,1.17750,-0.3349,-0.3361
2024-03-31,,,,31.16000,14.92900,,-46.08900,2.59300,-43.49600,-43.49600,-43.49600,-43.49600,-45.56500,-46.08900,115.61800,115.61800,-0.38000,-0.38000,5.77470,,,,,,,,,,-24.36780,-24.36780,-20.18680,-24.36780,1.49720,-0.43430,-0.43430
2023-12-31,,,,62.26500,15.08700,,-76.75200,3.09800,-73.65400,-73.65400,-73.65400,-73.65400,-71.10200,-76.75200,109.52600,109.52600,-0.67000,-0.67000,4.47160,,,,,,,,,,-41.50270,-41.50270,-32.13790,-41.50270,1.61100,-0.543,-0.543
2023-09-30,,,,25.57400,12.88600,,-43.06000,3.62000,-39.44000,-39.44000,-39.44000,-39.44000,-44.24400,-43.06000,109.75500,109.75500,-0.36000,-0.36000,10.08190,,,,,,,,,,-16.00010,-16.00010,-14.34620,-16.00010,2.24400,-0.3201,-0.3201
2023-06-30,,,,43.61800,10.10700,,-53.87500,3.64700,-50.22800,-50.22800,-50.22800,-50.22800,-55.39100,-53.87500,109.45000,109.45000,-0.46000,-0.46000,9.53660,,,,,,,,,,-17.83900,-17.83900,-15.92450,-17.83900,2.56970,-0.3393,-0.3449
2023-03-31,,,,27.20100,11.04500,,-39.07100,3.75000,-35.32100,-35.32100,-35.32100,-35.32100,-41.11500,-39.07100,108.78600,108.78600,-0.32000,-0.32000,15.62420,,,,,,,,,,-10.80980,-10.80980,-10.07550,-10.80980,2.98900,-0.37860,-0.37860
2022-12-31,,,,19.91900,10.52000,,-48.21200,3.63800,-44.57400,-44.57400,-44.57400,-44.57400,-50.12100,-48.21200,108.26800,108.26800,-0.41000,-0.41000,15.05800,,,,,,,,,,-12.52180,-12.52180,-11.63300,-12.52180,3.26450,-0.4401,-0.4513
2022-09-30,,,,30.13100,13.20000,,-47.33100,2.24400,-45.08700,-45.08700,-45.08700,-45.08700,-47.39700,-47.33100,108.42100,108.42100,-0.42000,-0.42000,9.14010,,,,,,,,,,-11.94540,-11.94540,-10.61500,-11.94540,3.46410,-0.5153,-0.5196
2022-06-30,,,,37.12900,14.62000,,-51.74900,0.75900,-50.99000,-50.99000,-50.99000,-50.99000,-51.61300,-51.74900,108.16700,108.16700,-0.47000,-0.47000,7.09100,,,,,,,,,,-12.29150,-12.29150,-10.52180,-12.29150,3.81350,-0.5291,-0.5293
2022-03-31,,,,92.03500,8.70400,,-100.73900,0.07300,-100.66600,-100.66600,-100.66600,-100.66600,-100.46100,-100.73900,107.87000,107.87000,-0.93000,-0.93000,5.80210,,,,,,,,,,-21.91290,-21.91290,-18.09650,-21.91290,4.18870,-0.54740,-0.54740
2021-12-31,,,,68.42600,14.66400,,-83.09000,0.04800,-83.04200,-83.04200,-83.04200,-83.04200,-82.23600,-83.09000,42.62100,42.62100,174.52000,174.52000,9.93730,,,,,,,,,,-14.88160,-14.88160,-13.39190,-14.88160,5.03660,-2.515,-2.517
2021-09-30,,,,45.36600,11.05200,,-60.41800,0.04300,-60.37500,-60.37500,-60.37500,-60.37500,-60.41800,-60.41800,61.29700,61.29700,-0.98000,-0.98000,12.82130,,,,,,,,,,-9.53470,-9.53470,-8.79760,-9.53470,5.69170,227.6082,227.6082
2021-06-30,,,,35.06700,7.12400,,-44.69100,0.01800,-44.67300,-44.67300,-44.67300,-44.67300,-44.69100,-44.69100,0.24980,0.24980,-178.86000,-178.86000,10.45090,,,,,,,,,,30.88910,30.88910,-11.22460,30.88910,-25.83030,-229.4276,-229.4276
2021-03-31,,,,34.03200,3.67700,,-38.70900,0.00900,-38.70000,-38.70000,-38.70000,-38.70000,-38.70900,-38.70900,,,,0.00000,3.30840,,,,,,,,,,37.44120,37.44120,-40.79100,37.44120,-18.48060,0.00000,
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0.6185,0.6185
2020-09-30,,,,7.25100,0.84200,,-48.00800,,-48.00800,-48.00800,-48.00800,-48.00800,-48.00800,-48.00800,1.84800,1.84800,-25.98000,-25.98000,,,,,,,,,,,,,,,,-0.6185,-0.6185
