,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-20,2024-12-31,$-0.19,$-0.47
1,2024-11-05,2024-09-30,$-0.22,$-0.33
2,2024-08-02,2024-06-30,$-0.11,$-0.49
3,2024-05-03,2024-03-31,$-0.01,$0.00
4,2024-02-23,2023-12-31,$-0.04,$0.07
5,2023-11-01,2023-09-30,$-0.06,$0.05
6,2023-08-04,2023-06-30,$0.01,$-0.01
7,2023-05-05,2023-03-31,$0.03,$0.01
8,2023-02-24,2022-12-31,$0.24,$0.63
9,2022-11-02,2022-09-30,$0.21,$0.49
10,2022-08-05,2022-06-30,$0.28,$0.41
11,2022-05-06,2022-03-31,$0.26,$0.26
12,2022-02-23,2021-12-31,$0.49,$0.77
13,2021-11-03,2021-09-30,$0.33,$0.51
