,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-05,2024-12-31,$0.18,$0.21
1,2024-10-29,2024-09-30,$0.22,$0.22
2,2024-07-24,2024-06-30,$0.22,$0.22
3,2024-04-30,2024-03-31,$0.19,$0.18
4,2024-01-31,2023-12-31,$0.18,$0.18
5,2023-10-25,2023-09-30,$0.17,$0.19
6,2023-07-26,2023-06-30,$0.17,$0.17
7,2023-04-25,2023-03-31,--,$0.16
8,2023-02-02,2022-12-31,$0.13,$0.14
9,2022-10-26,2022-09-30,$0.12,$0.14
10,2022-07-28,2022-06-30,$0.14,$0.14
11,2022-04-26,2022-03-31,$0.14,$0.16
12,2022-02-02,2021-12-31,--,$0.14
13,2021-10-27,2021-09-30,--,$0.14
14,2021-07-28,2021-06-30,--,$0.13
15,2021-04-28,2021-03-31,--,$0.14
16,2021-02-03,2020-12-31,--,$0.08
17,2020-10-26,2020-09-30,--,$0.10
18,2020-07-29,2020-06-30,--,$0.09
19,2020-04-28,2020-03-31,--,$0.11
20,2020-01-29,2019-12-31,--,$0.12
21,2019-10-31,2019-09-30,--,$0.12
22,2019-07-23,2019-06-30,--,$0.12
23,2019-04-30,2019-03-31,--,$0.11
24,2019-01-29,2018-12-31,--,$0.12
25,2018-10-31,2018-09-30,--,$0.12
26,2018-07-25,2018-06-30,--,$0.13
27,2018-04-24,2018-03-31,--,$0.14
28,2018-01-31,2017-12-31,--,$0.12
29,2017-10-26,2017-09-30,--,$0.13
30,2017-07-28,2017-06-30,--,$0.11
31,2017-04-26,2017-03-31,--,$0.12
32,2017-01-25,2016-12-31,--,$0.10
33,2016-10-26,2016-09-30,--,$0.11
34,2016-07-27,2016-06-30,--,$0.09
35,2016-04-27,2016-03-31,--,$0.11
36,2016-01-27,2015-12-31,--,$0.10
37,2015-11-05,2015-09-30,--,$0.11
38,2015-07-30,2015-06-30,--,$0.12
39,2015-04-28,2015-03-31,--,$0.12
40,2015-02-03,2014-12-31,--,$0.12
