,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-04,2024-12-31,$2.20,$2.23
1,2024-11-06,2024-09-30,$0.84,$0.86
2,2024-08-07,2024-06-30,$1.05,$1.08
3,2024-05-08,2024-03-31,$2.62,$2.85
4,2024-02-06,2023-12-31,$2.09,$2.08
5,2023-11-08,2023-09-30,$0.74,$0.80
6,2023-08-02,2023-06-30,$0.97,$0.94
7,2023-05-03,2023-03-31,$2.47,$2.48
8,2023-02-07,2022-12-31,$1.93,$1.91
9,2022-11-09,2022-09-30,$0.45,$0.51
10,2022-08-03,2022-06-30,$0.86,$0.92
11,2022-05-04,2022-03-31,$2.39,$2.37
12,2022-02-08,2021-12-31,$1.86,$1.86
13,2021-11-10,2021-09-30,$0.37,$0.37
14,2021-08-04,2021-06-30,$0.74,$0.78
15,2021-05-05,2021-03-31,$2.05,$2.30
16,2021-02-02,2020-12-31,$1.58,$1.71
17,2020-11-11,2020-09-30,$0.52,$0.53
18,2020-08-05,2020-06-30,$0.76,$0.79
19,2020-05-06,2020-03-31,$1.94,$1.95
20,2020-02-04,2019-12-31,$1.49,$1.47
21,2019-11-06,2019-09-30,$0.48,$0.49
22,2019-08-07,2019-06-30,$0.69,$0.68
23,2019-05-07,2019-03-31,$1.68,$1.82
24,2019-02-05,2018-12-31,$1.33,$1.38
25,2018-11-07,2018-09-30,$0.37,$0.41
26,2018-08-08,2018-06-30,$0.68,$0.64
27,2018-05-02,2018-03-31,$1.54,$1.57
28,2018-02-06,2017-12-31,$1.14,$1.40
29,2017-11-13,2017-09-30,--,$0.34
30,2017-08-02,2017-06-30,$0.66,$0.67
31,2017-05-03,2017-03-31,$1.42,$1.52
32,2017-02-07,2016-12-31,$1.03,$1.08
33,2016-11-09,2016-09-30,$0.31,$0.40
34,2016-08-03,2016-06-30,$0.59,$0.67
35,2016-05-04,2016-03-31,$1.39,$1.40
36,2016-02-02,2015-12-31,$1.01,$0.93
37,2015-11-04,2015-09-30,$0.27,$0.29
38,2015-08-05,2015-06-30,$0.49,$0.54
39,2015-05-06,2015-03-31,$1.31,$1.36
40,2015-02-03,2014-12-31,$0.87,$0.91
