Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.33900,14.74700,-4.04800,-19.13400,-6.29800,-25.43200,-25.43200,-25.43200,-25.43200,-17.63900,-19.13400,133.24400,133.24400,-0.19000,-0.19000,19.09770,0.29240,0.41330,-4.51580,-4.51580,-2.82960,-3.19520,3.45010,-0.12700,-0.51860
2021-12-31,2.59100,18.24300,-1.04500,-21.87900,2.48700,-19.39200,-19.39200,-19.39200,-19.39200,-20.51200,-21.87900,102.91300,102.98100,0.03000,-0.01000,8.97970,0.37870,0.60940,-5.08260,-5.08260,-2.91750,-3.15810,2.98900,-0.1745,-0.7631
2021-09-30,0.33000,24.48900,-2.68700,-27.50600,6.52900,-20.97700,-20.97700,-20.97700,-20.97700,-26.05400,-27.50600,118.25500,118.25500,-0.18000,-0.18000,4.12850,0.46930,0.88430,-6.35410,-6.35410,-3.03160,-3.37210,2.79180,-0.0589,-0.3741
2021-06-30,0.22400,7.25900,-2.41100,-9.89400,-1.16500,-11.05900,-11.05900,-11.05900,-11.05900,-8.56700,-9.89400,117.34600,117.34600,-0.09000,-0.09000,5.58980,0.47120,0.89130,-3.38400,-3.38400,-1.61410,-1.78940,2.78510,0.1056,0.337
2021-03-31,0.54700,7.62400,-2.13000,-10.30100,-15.77300,-26.07400,-26.07400,-26.07400,-26.07400,-8.97000,-10.30100,51.22300,51.22300,-0.51000,-0.51000,8.46800,0.45850,0.84750,-7.63860,-7.63860,-3.80500,-4.13620,2.90880,-0.40150,-1.06320
2020-12-31,0.12000,23.45300,-1.56300,-25.13600,-12.26800,-37.40400,-37.40400,-37.40400,-39.98100,-23.78000,-25.13600,28.73200,28.73200,-1.30000,-1.30000,1.96340,0.70110,2.34700,-33.47140,-33.47140,-9.16820,-10.00370,25.47280,-0.2277,-1.1761
2020-09-30,0.17100,2.23200,-3.56400,-5.96700,-0.64200,-6.60900,-6.60900,-6.60900,-6.60900,-5.49200,-5.96700,27.15600,27.15600,-0.28000,-0.28000,4.45460,,,-132.18000,-132.18000,-8.57440,-132.18000,1.72410,-0.1323,-0.1642
2020-06-30,0.00900,1.04800,-1.79300,-2.85000,-1.56500,-4.41500,-4.41500,-4.41500,-4.41500,-2.38100,-2.85000,27.15600,27.15600,-0.19000,-0.19000,8.33250,,,-88.29980,-88.29970,-5.72260,-88.29980,1.73130,-0.0837,-0.1129
2020-03-31,0.34800,1.23800,-1.68300,-3.26900,-1.29500,-4.56400,-4.56400,-4.56400,-5.29400,-2.80400,-3.26900,27.15600,27.15600,-0.19000,-0.19000,0.50610,,8.71990,-19898.85000,-19898.85000,-1905.27100,-19898.85000,0.01060,-0.18110,-0.20920
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2019-09-30,,,,,,,,,,,,1.87500,1.87500,0.00000,0.00000,,,,,,,,,0,0
2019-06-30,,,,,,,,,,,,1.87500,1.87500,0.00000,0.00000,,,,,,,,,0,0
