Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,98.86030,35.70380,63.15650,16.99940,-252.49950,269.49890,-206.34240,25.49360,-180.84880,-60.91030,-119.93850,-119.93850,,-116.21060,-204.16220,-206.34240,72.40500,72.40500,-1.60500,-1.60500,0.12760,0.32640,-208.72120,-208.72120,-182.93370,-117.55030,0.03930,-9.35510,-9.93370,-4.76870,-8.16180,17.16540,0.72640,0.49830
2024-06-30,348.12120,118.54240,229.57880,90.24260,-284.06350,374.30610,-144.72740,124.19180,-20.53550,-30.38700,9.85150,9.85150,,12.35440,-136.54900,-144.72730,74.20000,74.20000,0.11820,0.16810,0.13850,0.31820,-41.57380,-41.57380,-5.89900,3.54890,0.07760,0.42740,0.45280,0.21970,0.36820,31.08560,1.5765,1.9203
2024-03-31,71.68080,23.37120,48.30960,15.81240,-715.24440,731.05680,-682.74720,105.13320,-577.61400,-176.82000,-400.79400,-400.79400,,-383.40000,-682.33210,-682.74720,74.50500,74.50500,-5.14600,-5.14600,0.16050,0.34330,-952.48260,-952.48260,-805.81410,-534.87120,0.03280,-36.12150,-38.05470,-18.35850,-30.08080,15.39700,0.0891,-0.1613
2023-12-31,135.89750,43.57500,92.32250,26.76500,-47.60750,74.37250,17.95000,10.62250,28.57250,-27.20000,55.77250,55.77250,,58.55500,20.55500,17.95000,74.71130,74.59240,0.78380,0.78500,0.19500,0.37760,13.20850,13.20850,21.02500,43.08760,0.03290,2.66310,2.78220,1.35110,2.14380,28.42360,0.6522,1.2301
2023-09-30,101.39250,32.99340,68.39910,3.96000,336.19740,-332.23740,400.63650,8.66250,409.29900,141.73500,267.56400,267.56400,,254.23860,402.53400,400.63650,73.49930,74.60250,3.45910,3.40790,0.12750,0.23560,395.13420,395.13420,403.67780,250.74690,0.02890,13.60960,13.85940,7.63920,11.87400,26.69670,0.47210,0.61590
2023-06-30,222.36960,77.34520,145.02440,80.02140,-112.61880,192.64020,-47.61570,45.28640,-2.32940,-180.49460,178.16520,178.16520,,179.17980,-43.12730,-47.61570,74.80000,74.50000,2.33450,2.57130,0.14810,0.27870,-21.41290,-21.41290,-1.04750,80.57750,0.05580,8.21510,8.38720,4.47090,6.99850,26.73690,1.4407,2.839
2023-03-31,84.61960,29.64000,54.97960,20.66480,0.00520,20.65960,34.32000,8.93360,43.25360,-24.23200,67.48560,67.48560,,64.47480,36.16880,34.32000,72.65670,81.05020,0.88730,0.79560,0.14870,0.26280,40.55800,40.55800,51.11540,76.19370,0.02800,4.10490,4.18570,2.23170,3.49430,22.32790,0.4878,0.5712
2022-12-31,106.67100,33.96360,72.70740,17.80640,-155.24180,173.04820,-100.34080,18.80460,-81.53620,-167.80920,86.27300,86.27300,,85.10740,-97.64380,-100.34080,72.70390,80.97030,1.17060,1.05110,0.14640,0.34000,-94.06570,-94.06570,-76.43710,79.78500,0.03520,5.56390,5.67860,2.84430,4.74930,21.06410,0.4185,0.222
2022-09-30,86.33580,31.55360,54.78220,14.95540,-47.64860,62.60400,-7.82180,28.66020,20.83840,11.24060,9.59780,9.59780,,8.59880,-6.21600,-7.82180,72.78560,80.86960,0.11790,0.11020,0.15170,0.33840,-9.05980,-9.05980,24.13650,9.95970,0.02710,0.62540,0.63890,0.30100,0.53050,20.84760,0.39620,0.49210
2022-06-30,86.96580,31.91140,55.05440,21.41410,231.74560,-210.33150,265.38590,15.09010,275.28480,30.95700,244.32780,193.52820,,182.18500,267.39130,265.38590,73.44100,80.88500,2.49660,2.47980,0.07140,0.44030,305.16120,305.16120,316.54380,209.49040,0.02920,14.25290,14.54240,6.48910,13.23510,18.44570,0.3475,1.4055
