Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1522.00000,417.00000,1105.00000,371.00000,,449.00000,656.00000,-47.00000,609.00000,111.00000,498.00000,498.00000,498.00000,734.00000,656.00000,185.10000,186.10000,2.69000,2.68000,1.35940,0.73830,3.01550,72.60180,43.10120,43.10120,40.01310,32.72010,0.10330,0.83440,107.85810,19.28740,-8.47080,3.37880,5.04710,13.99160,2.52550,2.20850
2021-12-31,1539.00000,485.00000,1054.00000,465.00000,,540.00000,514.00000,2.00000,516.00000,89.00000,427.00000,427.00000,427.00000,591.00000,514.00000,186.40000,187.90000,2.31000,2.28000,1.60700,0.71770,2.54220,68.48600,33.39830,33.39830,33.52830,27.74530,0.10480,0.89480,100.58480,14.64340,-7.69370,2.90870,4.13400,15.70780,1.5622,1.2335
2021-09-30,1526.00000,394.00000,1132.00000,395.00000,,456.00000,676.00000,-57.00000,619.00000,145.00000,474.00000,474.00000,474.00000,737.00000,676.00000,186.00000,187.30000,2.55000,2.53000,1.52350,0.72680,2.85450,74.18090,44.29880,44.29880,40.56360,31.06160,0.10590,0.96040,93.71560,18.09850,-8.18790,3.28850,4.94370,14.08820,2.3495,2.1726
2021-06-30,1553.00000,365.00000,1188.00000,327.00000,,387.00000,801.00000,-43.00000,758.00000,181.00000,577.00000,577.00000,577.00000,861.00000,801.00000,186.70000,187.90000,3.09000,3.07000,2.30930,0.72750,2.67020,76.49710,51.57760,51.57760,48.80880,37.15390,0.12370,1.06520,84.49450,24.24370,-14.44670,4.59690,6.60560,12.78340,3.1746,3.0146
2021-03-31,1600.00000,393.00000,1207.00000,293.00000,,354.00000,853.00000,9.00000,862.00000,126.00000,736.00000,736.00000,736.00000,912.00000,853.00000,187.20000,188.60000,3.93000,3.90000,2.17970,0.74020,2.84940,75.43750,53.31250,53.31250,53.87500,46.00000,0.12800,1.06880,84.20630,33.07870,-17.73070,5.88800,8.59310,11.88790,3.58430,3.51010
2020-12-31,1290.00000,409.00000,881.00000,350.00000,,437.00000,444.00000,-44.00000,400.00000,86.00000,314.00000,314.00000,314.00000,501.00000,444.00000,187.60000,189.30000,1.68000,1.66000,2.02930,0.78460,3.64270,68.29460,34.41860,34.41860,31.00780,24.34110,0.10400,0.90210,99.76740,17.81060,-6.80100,2.53040,3.83630,9.42310,3.476,3.3703
2020-09-30,1356.00000,364.00000,992.00000,271.00000,,350.00000,642.00000,-43.00000,599.00000,132.00000,467.00000,467.00000,467.00000,698.00000,642.00000,187.80000,189.30000,2.49000,2.47000,2.48750,0.79030,3.76960,73.15630,47.34510,47.34510,44.17400,34.43950,0.11620,0.99710,90.26550,27.66590,-10.83280,4.00100,5.80050,8.98650,2.6912,2.5808
2020-06-30,1435.00000,362.00000,1073.00000,307.00000,,363.00000,710.00000,-44.00000,666.00000,157.00000,509.00000,509.00000,509.00000,768.00000,710.00000,187.70000,189.00000,2.71000,2.69000,2.10130,0.83710,5.14040,74.77350,49.47740,49.47740,46.41120,35.47040,0.12700,1.02430,87.86760,41.31490,-11.00070,4.50520,6.72840,6.56380,3.3497,3.1324
2020-03-31,1290.00000,340.00000,950.00000,301.00000,-9.00000,358.00000,592.00000,-28.00000,564.00000,77.00000,487.00000,487.00000,488.00000,641.00000,592.00000,187.50000,189.60000,2.60000,2.57000,1.69890,0.88750,8.49560,73.64340,45.89150,45.89150,43.72090,37.82950,0.11410,0.91300,98.58140,60.95120,-9.67810,4.30740,6.85720,4.26100,1.81960,1.70890
2019-12-31,1233.00000,355.00000,878.00000,319.00000,-3.00000,374.00000,504.00000,-51.00000,453.00000,92.00000,361.00000,361.00000,359.00000,554.00000,504.00000,189.30000,191.60000,1.90000,1.88000,1.92420,0.87040,6.71600,71.20840,40.87590,40.87590,36.73970,29.11600,0.12010,0.86890,103.57660,43.44160,-8.22510,3.51680,5.63010,4.42760,2.4837,2.4427
2019-09-30,1240.00000,350.00000,890.00000,292.00000,-2.00000,341.00000,549.00000,-36.00000,513.00000,130.00000,383.00000,383.00000,380.00000,597.00000,549.00000,189.00000,191.10000,2.01000,1.99000,1.42300,0.87170,7.51180,71.77420,44.27420,44.27420,41.37100,30.64520,0.13080,1.00940,89.15810,54.92620,-8.77070,4.04100,7.04850,3.69430,2.3118,2.1965
2019-06-30,1214.00000,340.00000,874.00000,275.00000,-9.00000,391.00000,483.00000,-51.00000,432.00000,121.00000,311.00000,311.00000,310.00000,535.00000,483.00000,189.40000,191.30000,1.64000,1.62000,1.71460,0.90150,9.37520,71.99340,39.78580,39.78580,35.58480,25.53540,0.12660,0.97490,92.32040,54.11520,-6.79600,3.24240,5.33200,3.03810,2.0432,1.943
2019-03-31,1142.00000,342.00000,800.00000,281.00000,,338.00000,462.00000,-50.00000,412.00000,38.00000,374.00000,374.00000,373.00000,512.00000,462.00000,190.40000,192.80000,1.96000,1.93000,1.44520,0.94150,17.06890,70.05250,40.45530,40.45530,36.07710,32.66200,0.12000,0.87770,102.54640,115.07720,-7.52830,3.92940,6.73440,1.71410,1.90350,1.79980
2018-12-31,1060.40000,304.60000,755.80020,278.10000,,379.40010,376.40010,-53.80000,322.59990,69.30000,253.30000,253.30000,250.70000,424.80010,376.40000,191.60000,194.40000,1.31000,1.29000,1.61360,0.88850,8.65240,71.27500,35.49600,35.49600,30.42250,23.64200,0.11130,0.82390,109.23230,38.61280,-5.39970,2.65900,4.30640,3.42910,1.9391,1.7943
2018-09-30,1080.80000,306.30000,774.50010,260.30000,,307.69990,466.80010,-54.00000,412.80000,100.80000,312.00000,312.00000,310.20000,512.90010,466.80010,191.80000,194.50000,1.62000,1.59000,1.37980,0.88090,8.17440,71.65990,43.19020,43.19020,38.19390,28.70100,0.12810,0.95490,94.24690,51.47670,-6.82300,3.69710,6.12950,3.16320,1.5778,1.4495
2018-06-30,1175.10000,320.20000,854.90000,270.50000,,320.90000,534.00000,-38.50000,495.50000,117.60000,377.90000,377.90000,376.20000,582.40000,534.00000,191.90000,194.40000,1.96000,1.94000,1.54010,0.91470,11.57140,72.75130,45.44290,45.44290,42.16660,32.01430,0.13430,1.03340,87.08960,82.13450,-7.96590,4.31810,7.00550,2.39770,1.9856,1.8678
2018-03-31,1126.70000,314.90000,811.79990,271.10000,,321.00000,490.80000,-49.70000,441.10000,64.30000,376.80000,376.80000,372.90000,539.90000,490.80000,191.40000,194.50000,1.95000,1.92000,1.46740,0.92420,13.11330,72.05110,43.56080,43.56080,39.14970,33.09670,0.12500,0.93320,96.44630,89.71430,-7.45680,4.18020,6.80390,2.18840,2.01290,1.93570
2017-12-31,1165.40000,340.30000,825.10010,303.49990,,359.40020,465.70000,-57.80000,407.90000,379.10000,28.80010,28.80010,25.90000,515.29990,465.70000,191.10000,194.20000,0.14000,0.13000,1.25070,1.02300,-48.22020,70.79970,39.96050,39.96050,35.00090,2.22240,0.13560,1.01590,88.59450,-25.06530,-0.52370,0.33510,0.57640,-0.60170,2.0855,1.9746
2017-09-30,1062.90000,315.60000,747.30000,245.70000,,298.80000,448.50010,17.30000,465.80000,146.10000,319.70000,319.70000,317.30000,491.50010,448.50010,191.10000,194.10000,1.66000,1.63000,1.14940,1.03170,-36.48850,70.30770,42.19590,42.19590,43.82350,29.85230,0.12800,1.05520,85.29210,-203.88990,-5.80010,3.84950,6.45790,-0.82060,2.0117,1.8749
2017-06-30,1000.50000,284.80000,715.70000,216.10000,,255.60000,460.10000,1.90000,462.00000,148.40000,313.60000,313.60000,312.20000,493.00000,460.10000,191.00000,193.80000,1.63000,1.61000,3.68500,1.10580,-10.45370,71.53420,45.98700,45.98700,46.17690,31.20440,0.15310,1.09170,82.44380,-67.08020,-17.33460,4.79780,7.09570,-2.44720,2.4277,2.3031
2017-03-31,975.20000,275.30000,699.90000,220.70000,,253.20000,446.70000,4.60000,451.30000,105.40000,345.90000,345.90000,345.60000,479.20000,446.70000,191.10000,194.30000,1.81000,1.78000,2.44800,1.23080,-5.62790,71.76990,45.80600,45.80600,46.27770,35.43890,0.17940,1.02280,87.99730,-47.76300,-16.92600,6.36330,11.02400,-3.78550,-2.63720,-2.73340
2016-12-31,942.10010,258.30000,683.80010,244.40000,,1144.70000,-460.89990,-4.60000,-465.50000,-40.00000,-425.50000,-425.50000,-428.60000,-427.99990,-460.90000,192.70000,195.40000,-2.22000,-2.18000,1.33970,1.50460,-3.27360,72.58250,-48.92260,-48.92260,-49.41090,-45.49410,0.17680,1.06160,84.77440,41.41930,18.12720,-7.98720,-20.90190,-5.38720,1.8688,1.7157
2016-09-30,917.10000,253.20000,663.90000,225.30000,,266.40000,397.49990,-28.50000,369.00000,112.40000,256.60000,256.60000,255.30000,430.20000,397.49990,191.70000,194.30000,1.33000,1.31000,2.15110,1.12970,-9.55040,72.39120,43.34310,43.34310,40.23550,27.83780,0.18270,1.10310,81.58980,-71.69600,-15.03660,5.11230,9.29610,-1.87210,1.7848,1.6257
2016-06-30,928.90000,258.90000,670.00000,228.60000,,259.80000,410.20000,-31.30000,378.90000,120.80000,258.10000,258.10000,255.50000,441.40000,410.20000,193.40000,195.80000,1.32000,1.30000,2.64310,1.12110,-9.25680,72.12830,44.15980,44.15980,40.79020,27.50570,0.18410,1.10100,81.74510,-69.85110,-14.86840,5.11610,8.45980,-1.92190,1.5091,1.3647
2016-03-31,816.10000,249.20000,566.90000,232.90000,,262.80000,304.10000,-28.50000,275.60000,89.00000,186.60000,186.60000,184.40000,334.00000,304.10000,195.00000,197.90000,0.95000,0.93000,2.67840,1.11420,-9.75420,69.46450,37.26260,37.26260,33.77040,22.59530,0.15960,0.95780,93.97010,-53.08680,-10.77620,3.64820,6.06420,-1.80880,1.28150,1.14860
2015-12-31,865.90010,251.90000,614.00020,252.20000,,280.90010,333.10000,-20.80000,312.30000,91.90000,220.40000,220.40000,217.89990,361.80000,333.10000,200.10000,203.40000,1.10000,1.10000,2.66160,1.10930,-10.15200,70.90890,38.46860,38.46860,36.06650,25.16460,0.16970,1.07970,83.35830,-66.18620,-13.70310,4.31900,7.23190,-1.69830,1.4781,1.3659
2015-09-30,834.90000,236.10000,598.80000,220.80000,,249.10000,349.70000,-6.10000,343.60000,109.80000,233.80000,233.80000,231.60000,378.00000,349.70000,199.40000,202.50000,1.16000,1.14000,2.72530,1.08330,-13.00790,71.72120,41.88530,41.88530,41.15460,27.73990,0.17490,1.15880,77.66800,-97.33570,-15.19170,4.89850,8.10600,-1.21470,1.5043,1.378
2015-06-30,918.10000,243.90000,674.20000,227.00000,,254.90000,419.30000,-40.10000,379.20000,115.10000,264.10000,264.10000,261.70000,447.20000,419.30000,201.30000,204.40000,1.30000,1.28000,2.72400,1.03440,-30.03970,73.43430,45.67040,45.67040,41.30270,28.50450,0.18360,1.14580,78.55030,-255.41620,-18.43240,5.28250,8.79540,-0.51610,1.6402,1.5331
2015-03-31,865.60000,244.40000,621.20000,221.30000,,249.90000,371.30000,-26.80000,344.50000,113.20000,231.30000,231.30000,230.10000,399.90000,371.30000,202.70000,206.50000,1.14000,1.11000,2.67030,1.04960,-21.17030,71.76520,42.89510,42.89510,39.79900,26.58270,0.17400,1.02720,87.61900,-158.20760,-15.81860,4.64830,7.84360,-0.72320,1.26780,1.17580
2014-12-31,877.50020,255.50000,622.00020,250.30000,,277.29990,344.70030,-8.90000,335.80000,94.40000,241.40000,241.40000,236.30000,371.70030,344.70010,210.70000,214.70000,1.14000,1.13000,2.23920,0.98340,59.37760,70.88320,39.28210,39.28210,38.26780,26.92880,0.18790,1.10740,81.27180,562.71150,-18.23680,5.17030,9.31970,0.20990,1.4306,1.3482
2014-09-30,816.10000,236.70000,579.40000,206.50000,,229.70000,349.70000,-21.30000,328.40000,109.90000,218.50000,218.50000,215.20000,372.90000,349.70000,210.40000,214.20000,1.02000,1.00000,2.93930,0.84080,5.28110,70.99620,42.85010,42.85010,40.24020,26.36930,0.16340,1.14590,78.54190,45.49240,-25.12070,4.37550,7.24280,2.30220,1.1904,1.1052
2014-06-30,873.50000,222.10000,651.40000,217.40000,,239.70000,411.70000,73.50000,485.20000,160.80000,324.40000,324.40000,319.20000,434.00000,411.70000,212.00000,215.70000,1.51000,1.48000,2.69280,0.75750,3.12290,74.57360,47.13220,47.13220,55.54670,36.54260,0.18250,1.15190,78.13050,48.13770,-54.81580,6.77730,11.67580,3.19070,1.3123,1.2198
2014-03-31,767.20000,216.00000,551.20000,195.10000,,218.20000,333.00000,-21.40000,311.60000,89.90000,221.70000,221.70000,218.00000,356.10000,333.00000,214.00000,218.50000,1.02000,1.00000,2.86750,0.84210,5.33310,71.84570,43.40460,43.40460,40.61520,28.41500,0.17620,1.03970,86.56280,56.36920,-46.56580,5.09260,8.90080,1.84060,0.81100,0.72360
2013-12-31,779.20000,221.00000,558.20000,223.00000,,246.30000,311.90000,-10.10000,301.80000,92.20000,209.60000,209.60000,206.70000,335.20000,311.90000,219.40000,223.50000,0.98000,0.94000,2.60120,0.85800,6.04140,71.63760,40.02820,40.02820,38.73200,26.52720,0.17730,1.12240,80.18220,60.24720,-38.89410,4.76890,8.55620,1.62600,1.2031,1.1534
2013-09-30,705.50000,203.50000,502.00000,187.10000,,210.50000,291.50000,-28.00000,263.50000,76.70000,186.80000,186.80000,183.90000,314.90000,291.50000,217.80000,222.00000,0.84000,0.83000,3.10100,0.87790,7.18940,71.15520,41.31820,41.31820,37.34940,26.06660,0.16980,1.19170,75.52090,63.99450,-34.77940,4.49630,7.81430,1.35690,1.312,1.2524
2013-06-30,756.00000,197.10000,558.90000,185.00000,,208.10000,350.80000,-14.00000,336.80000,108.40000,228.40000,228.40000,225.50000,373.90000,350.80000,222.30000,226.20000,1.01000,1.00000,2.72290,0.77840,3.51360,73.92860,46.40210,46.40210,44.55030,29.82800,0.19920,1.24400,72.34520,50.00000,-62.57540,6.01960,11.07770,2.07230,0.74,0.6978
2013-03-31,731.80000,200.80000,531.00000,227.00000,,250.60000,280.40000,-13.20000,267.20000,76.10000,191.10000,191.10000,188.40000,304.00000,280.40000,223.30000,227.20000,0.84000,0.83000,2.48700,0.77600,3.53220,72.56080,38.31650,38.31650,36.51270,25.74470,0.18710,1.14850,78.36570,41.10560,-51.42630,4.88600,9.20920,2.08560,0.89170,0.85390
2012-12-31,754.20000,221.60000,532.60000,236.40000,,272.39980,260.20020,-23.80000,236.40000,74.40000,162.00000,162.00000,160.10000,284.00020,260.20020,223.20000,226.60000,0.71000,0.72000,2.16820,0.80210,4.21380,70.61790,34.50020,34.50020,31.34450,21.22780,0.19040,1.21290,74.20050,40.84720,-34.68950,4.09000,8.08380,1.77650,1.4387,1.3958
2012-09-30,688.50000,207.30000,481.20000,187.40000,,211.50000,269.70000,-5.30000,264.40000,77.90000,186.50000,186.50000,183.90000,293.80000,269.70000,222.50000,226.10000,0.83000,0.81000,2.24420,0.83350,5.30110,69.89110,39.17210,39.17210,38.40230,26.71020,0.18800,1.25270,71.84310,57.90130,-33.45290,5.09240,9.64320,1.44520,1.1572,1.0979
2012-06-30,640.80000,180.60000,460.20000,159.60000,,181.70000,278.50000,-13.90000,264.60000,88.90000,175.70000,175.70000,172.50000,300.60000,278.50000,223.90000,227.20000,0.77000,0.76000,1.52670,0.91120,11.43400,71.81650,43.46130,43.46130,41.29210,26.91950,0.21620,1.20790,74.50840,162.23470,-22.88360,5.92800,14.41230,0.48720,0.7639,0.7347
2012-03-31,646.80000,185.50000,461.30000,168.80000,,192.30000,269.00000,-10.40000,258.60000,83.10000,175.50000,175.50000,173.50000,292.50000,269.00000,223.40000,227.40000,0.78000,0.76000,1.50920,0.92580,13.56140,71.32030,41.58940,41.58940,39.98150,26.82440,0.21600,1.09780,81.98520,192.43440,-21.54960,5.86090,14.28460,0.40590,0.27260,0.20540
2011-12-31,567.10000,181.20000,385.90000,193.20000,,213.80010,172.09990,-16.50000,155.60000,57.50000,98.10000,98.10000,96.20000,192.79990,172.09990,226.30000,229.40000,0.43000,0.43000,1.25610,1.15620,-7.85230,68.04790,30.34740,30.34740,27.43780,16.96350,0.19720,1.15780,77.73230,-61.93180,-9.29950,3.41090,9.67360,-0.71210,0.5921,0.5311
2011-09-30,531.30000,171.00000,360.30000,145.00000,,164.20000,196.10000,-11.30000,184.80000,52.70000,132.10000,132.10000,130.70000,215.10000,196.10000,226.00000,229.00000,0.58000,0.57000,1.62890,1.16970,-7.14120,67.81480,36.90950,36.90950,34.78260,24.60000,0.21070,1.32660,67.84300,-75.83240,-16.97290,5.23940,12.86650,-0.78450,0.9835,0.9031
2011-06-30,605.20000,170.50000,434.70000,142.90000,,164.60000,270.10000,-5.90000,264.20000,73.50000,190.70000,190.70000,189.00000,291.90000,270.10000,228.20000,231.50000,0.83000,0.82000,1.81120,1.01370,-74.87950,71.82750,44.62990,44.62990,43.65500,31.22930,0.22050,1.22860,73.25510,-1148.78800,-29.16800,6.94820,15.74210,-0.07260,1.0579,0.9889
2011-03-31,577.10000,160.80000,416.30000,148.50000,,166.20000,250.10000,-14.90000,235.20000,78.10000,157.10000,157.10000,155.50000,267.80000,250.10000,228.90000,231.40000,0.68000,0.67000,1.59290,1.22370,-5.52960,72.13650,43.33740,43.33740,40.75550,26.94510,0.22860,1.14640,78.50630,-70.38530,-18.39150,6.22330,15.74310,-0.98000,0.86820,0.78350
2010-12-31,564.29990,180.90000,383.39990,169.50000,,186.80000,196.60000,-24.00000,172.60000,33.70000,138.90000,138.90000,137.40000,213.80000,196.60000,235.00000,236.60000,0.59000,0.59000,1.43820,1.32090,-4.15420,67.94260,34.83960,34.83960,30.58660,24.34880,0.22210,1.13430,79.34610,-46.54830,-14.89230,5.46790,14.93710,-1.29300,0.7472,0.6449
2010-09-30,513.30000,153.70000,359.60000,152.20000,,170.70000,188.90000,-7.50000,181.40000,44.20000,137.20000,137.20000,136.00000,207.00000,188.90000,234.30000,235.70000,0.58000,0.58000,1.64190,1.31730,-4.23390,70.05650,36.80110,36.80110,35.34000,26.49520,0.21860,1.25010,71.99300,-46.10210,-18.38900,5.84280,14.62690,-1.27060,0.7286,0.6462
2010-06-30,477.80000,134.30000,343.50000,137.50000,,153.00000,190.50000,-12.60000,177.90000,55.30000,122.60000,122.60000,121.00000,205.70000,190.50000,235.30000,236.50000,0.51000,0.51000,0.87740,2.96290,-2.24920,71.89200,39.87020,39.87020,37.23320,25.32440,0.24410,1.22800,73.29220,-24.92380,-13.18140,6.26250,48.92260,-2.09990,0.5991,0.5176
2010-03-31,476.60000,135.90000,340.70000,128.80000,,143.90000,196.80000,-14.30000,182.50000,67.80000,114.70000,114.70000,113.40000,212.60000,196.80000,236.90000,239.10000,0.48000,0.47000,0.87890,3.53800,-2.10090,71.48550,41.29250,41.29250,38.29210,23.79350,0.23790,1.11620,80.63370,-21.47940,-11.68740,5.72560,54.51520,-2.25350,0.68630,0.61860
2009-12-31,485.79990,146.90000,338.89990,144.50000,,159.99990,178.90000,-11.60000,167.30000,64.00000,103.30000,103.30000,101.90000,195.50000,178.90000,236.10000,237.80000,0.43000,0.43000,0.81950,4.97140,-2.00250,69.76120,36.82590,36.82590,34.43810,20.97570,0.24250,1.09190,82.42280,-17.32930,-9.83620,5.15650,68.82080,-2.51670,0.7904,0.679
2009-09-30,451.80000,135.10000,316.70000,124.30000,,144.20000,172.50000,-9.80000,162.70000,61.00000,101.70000,101.70000,100.60000,188.70000,172.50000,236.40000,238.20000,0.43000,0.42000,0.74570,7.43640,-1.97840,70.09740,38.18060,38.18060,36.01150,22.26650,0.24110,1.19240,75.47810,-15.70660,-9.22780,5.42630,101.09350,-2.73830,0.554,0.4302
2009-06-30,450.70000,128.00000,322.70000,116.70000,,135.50000,187.20000,-12.60000,174.60000,63.60000,111.00000,111.00000,109.30000,202.90000,187.20000,236.10000,238.10000,0.46000,0.46000,0.69010,1500.00000,-1.77510,71.59970,41.53540,41.53540,38.73970,24.25120,0.24050,1.10570,81.39340,-14.80990,-9.24380,5.92380,22200.00000,-3.17160,0.5384,0.4446
2009-03-31,408.90000,122.40000,286.50000,110.20000,,137.60000,148.90000,-7.30000,141.60000,50.50000,91.10000,91.10000,90.20000,164.50000,148.90000,235.40000,236.50000,0.38000,0.38000,0.63950,-4.43000,-1.53430,70.06600,36.41480,36.41480,34.62950,22.05920,0.22690,1.01310,88.83350,-9.90970,-6.69750,5.05520,-53.80980,-3.90060,0.82450,0.77210
