Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,630.70400,201.60400,429.10000,11.85800,,57.27900,371.82100,-98.98810,272.83300,-0.23200,273.06500,,130.08400,,124.66900,582.13900,371.82100,366.96800,382.67800,0.35000,0.34000,0.46100,0.85520,58.95330,58.95330,43.25850,19.76660,0.03070,1.24640,1.24200,0.63240,0.66950,28.46020,0.7743,0.5783
2017-09-30,624.12200,209.66900,414.45300,12.56700,0.00000,196.66700,217.78600,-90.29200,127.49400,0.22800,127.26600,17.32800,144.19600,,137.45700,410.35300,217.78600,366.99600,382.94500,0.37000,0.37000,0.46150,0.85690,34.89480,34.89480,20.42770,22.02410,0.03020,1.37900,1.37410,0.69670,0.74000,28.55750,1.0724,-0.1341
2017-06-30,612.48000,208.40800,404.07200,13.62600,,193.52200,210.55000,-93.19100,117.35900,0.22000,117.13900,87.72600,204.16000,,195.26800,398.32100,210.55000,366.82000,382.69200,0.53000,0.53000,0.45990,0.85160,34.37660,34.37660,19.16130,31.88150,0.02970,1.94650,1.93960,0.98930,1.04750,28.65750,0.666,0.7634
2017-03-31,604.10000,206.58800,397.51200,14.17300,,193.14100,204.37100,-108.99500,95.37600,0.26200,95.11400,36.70700,149.94100,,142.96900,392.20100,204.37100,366.60500,382.28000,0.39000,0.39000,0.45920,0.84920,33.83070,33.83070,15.78810,23.66650,0.02930,1.43100,1.42590,0.72760,0.77110,28.64160,0.79500,0.63070
2016-12-31,605.48900,193.58000,411.90900,10.43200,,187.83890,224.07010,-93.77000,130.30000,0.42400,129.87600,173.18410,301.98680,0.39400,276.47680,409.80510,224.07010,365.00200,381.99200,0.74000,0.77000,0.46210,0.85910,37.00650,37.00650,21.51980,45.66170,0.02920,2.89710,2.88680,1.45860,1.55280,28.59200,1.0357,1.2584
2016-09-30,606.07400,205.07600,400.99800,12.39500,,191.62500,209.37300,-93.52400,115.84900,0.42600,115.42300,90.03600,217.24600,0.24600,207.54300,396.74100,209.37300,365.10900,382.37300,0.57000,0.56000,0.45120,0.82200,34.54580,34.54580,19.11470,34.24380,0.02850,2.10890,2.10130,1.02000,1.15330,28.27460,0.8993,0.7059
2016-06-30,595.15400,194.71300,400.44100,18.29600,,194.42300,206.01800,-33.79600,172.22200,0.41300,171.80900,57.35600,228.36500,0.03500,218.06700,390.16500,206.01800,365.04700,382.06500,0.60000,0.59000,0.42730,0.74610,34.61590,34.61590,28.93740,36.64040,0.02800,2.00860,2.00200,1.07570,1.14650,31.20390,0.7166,0.4778
2016-03-31,619.08300,212.85600,406.22700,16.71700,,189.60200,216.62500,-218.38400,-1.75900,0.35000,-2.10900,3723.47900,3731.98800,-0.15700,3586.98500,404.77700,216.62500,364.59200,382.24300,9.84000,9.76000,0.43150,0.75900,34.99130,34.99130,-0.28410,579.40300,0.02910,33.11010,33.00100,17.52000,18.76080,30.94070,0.52680,16.11370
2015-12-31,703.19300,221.05600,482.13700,14.04600,,195.07910,287.05790,-113.24500,173.81300,0.21900,173.59400,39.44200,213.67300,0.04700,202.98900,473.74690,287.05800,363.49800,380.62000,0.55000,0.56000,0.50520,1.02100,40.82210,40.82210,24.71770,28.86680,0.03040,2.00460,1.99760,0.92460,0.98840,29.32480,0.7709,-0.1276
2015-09-30,696.28900,227.43900,468.85000,15.19700,,211.25600,257.59400,-117.78800,139.80600,0.32900,139.47700,66.93900,205.37500,0.08100,195.85900,459.72800,257.59400,363.57900,380.66300,0.54000,0.53000,0.50230,1.00920,36.99530,36.99530,20.07870,28.12900,0.03030,1.92580,1.91860,0.89260,0.95490,29.39710,1.0193,0.601
2015-06-30,679.11200,222.91600,456.19600,15.65900,,209.94100,246.25500,-108.69300,137.56200,0.32600,137.23600,148.80200,298.50400,0.11400,285.58700,446.60600,246.25500,363.47600,380.49100,0.79000,0.78000,0.49960,0.99840,36.26130,36.26130,20.25620,42.05300,0.02940,2.76280,2.75250,1.29320,1.37730,29.78910,0.8594,0.5526
2015-03-31,666.37100,233.75700,432.61400,19.76200,,214.28300,218.33100,-111.13200,107.19900,0.04300,107.15600,79.95100,190.06900,0.15500,178.84200,416.74100,218.33100,363.09800,380.32700,0.49000,0.49000,0.50430,1.01740,32.76420,32.76420,16.08700,26.83820,0.02890,1.78750,1.78070,0.82530,0.88270,29.32560,0.91470,0.78690
2014-12-31,664.66000,215.68000,448.98000,9.38300,,198.17900,250.80100,-113.41500,137.38600,0.24800,137.13800,84.14100,226.95900,0.08200,216.70300,446.62910,250.80100,361.18100,377.73500,0.60000,0.59000,0.50320,1.01280,37.73370,37.73370,20.67010,32.60360,0.02900,2.12950,2.11960,0.98890,1.05300,29.50980,0.8217,0.8934
2014-09-30,664.07800,220.36700,443.71100,9.96800,,200.43700,243.27400,-125.27900,117.99500,0.26000,117.73500,113.64100,231.25200,-0.06200,220.70700,438.48000,243.27400,361.40900,377.95400,0.61000,0.61000,0.50550,1.02240,36.63340,36.63340,17.76820,33.23510,0.02890,2.16780,2.15770,1.00510,1.06690,29.58910,1.0409,0.6341
2014-06-30,652.56800,220.37000,432.19800,13.75200,,203.88810,228.30990,-118.56500,109.74500,0.64600,109.09900,14.90300,117.21000,0.51000,111.65400,423.41490,228.30990,360.80900,377.11800,0.31000,0.31000,0.51040,1.04270,34.98640,34.98640,16.81740,17.10990,0.02840,1.10800,1.10280,0.50980,0.53990,29.39640,0.7477,0.1174
2014-03-31,633.44200,231.44000,402.00200,17.57600,,202.74300,199.25900,-115.90000,83.35900,0.24000,83.11900,0.00000,81.68000,1.05200,78.09900,389.10500,199.25900,360.47000,376.38400,0.22000,0.22000,0.50520,1.02090,31.45660,31.45660,13.15970,12.32930,0.02770,0.76550,0.76200,0.35680,0.37710,29.68190,0.89500,0.08940
2013-12-31,639.13400,217.52900,421.60500,15.16200,,197.90200,223.70300,-154.35900,69.34400,-0.15600,69.50000,,69.14100,46.72900,109.93990,297.30100,223.70290,354.30500,354.30500,0.20000,0.20000,0.49820,0.99270,35.00100,35.00100,10.84970,17.20140,0.02800,0.64050,0.63750,0.30280,0.31990,30.08550,0.3206,0.3693
2013-09-30,626.62900,215.08900,411.54000,14.43700,,291.14400,120.39600,-127.72300,-7.32700,0.49200,-7.81900,0.00000,-13.46500,405.18200,376.15500,394.61000,120.39600,359.81100,359.81100,1.05000,1.05000,0.51730,1.07180,19.21330,19.21330,-1.16930,60.02830,0.02630,-0.12380,-0.12330,-0.05650,-0.05950,30.30770,0.9702,2.4338
2013-06-30,617.21700,213.85100,403.36600,16.08500,,339.38900,63.97700,-128.50200,-64.52500,0.42800,-64.95300,0.00000,-58.51100,395.24300,323.72300,387.43500,63.97700,359.65300,359.65300,0.90000,0.90000,0.52430,1.10200,10.36540,10.36540,-10.45420,52.44880,0.02630,-0.55260,-0.55000,-0.24920,-0.26160,29.52700,0.5884,1.6781
2013-03-31,504.72200,187.75900,316.96300,16.49500,,212.71700,104.24600,-222.81400,-118.56800,0.40500,-118.97300,,-165.33900,1226.37300,1016.65000,332.81990,104.24600,337.53200,337.53200,3.01000,3.01000,0.53810,1.16490,20.65410,20.65410,-23.49170,201.42770,0.02120,-1.59210,-1.58450,-0.69480,-0.73190,28.98120,0.57330,9.05140
2012-12-31,401.00400,135.16000,265.84400,10.07100,,137.71900,128.12490,-47.13600,80.98900,-0.09100,81.08000,,81.06900,303.33000,365.97900,308.48000,128.12490,302.70100,319.76600,1.20000,1.18000,0.53120,1.13310,31.95100,31.95100,20.19660,91.26570,0.02330,1.08420,1.07700,0.47130,0.50490,23.15640,0.5679,1.372
2012-09-30,451.69900,159.34700,292.35200,10.08300,,149.42000,142.93200,-50.52600,92.40600,0.22200,92.18400,,92.18100,144.14200,218.60300,316.42700,142.93200,301.33600,318.77300,0.73000,0.72000,0.59970,1.49810,31.64320,31.64320,20.45740,48.39570,0.02710,1.49550,1.48350,0.55300,0.59380,20.52980,0.7558,0.6531
2012-06-30,448.35100,160.96200,287.38900,13.39100,,158.82900,128.56000,-127.87300,0.68700,0.21300,0.47400,,0.47400,107.84100,99.79700,307.15600,128.56000,300.19300,300.19300,0.33000,0.33000,0.60610,1.53900,28.67400,28.67400,0.15320,22.25870,0.02680,0.00800,0.00780,0.00280,0.00310,20.28240,1.164,0.1926
2012-03-31,446.44800,170.03800,276.41000,13.68800,,161.93400,114.47600,-127.73200,-13.25600,0.17000,-13.42600,,-13.42600,165.59300,141.83300,294.42000,114.47600,298.80500,298.80500,0.47000,0.47000,0.61000,1.56380,25.64150,25.64150,-2.96920,31.76920,0.02710,-0.23070,-0.22310,-0.08150,-0.08700,20.02830,0.78390,0.62610
2011-12-31,84.62490,34.02100,50.60390,11.14200,,44.71900,5.88490,-115.21900,-109.33400,0.03700,-109.37100,,-109.37100,216.77200,99.01600,177.94000,5.88500,294.85600,294.85600,0.33000,0.36000,0.62380,1.65810,6.95410,6.95420,-129.19840,117.00570,0.00510,-1.93140,-1.86550,-0.65650,-0.70180,19.70660,0.752,-1.7717
2011-09-30,493.87200,179.24600,314.62600,10.12100,,169.81200,144.81400,-114.31400,30.50000,0.28300,30.21700,,30.21700,82.76000,104.38200,315.09800,144.81400,295.83100,312.84400,0.35000,0.35000,0.59990,1.49910,29.32220,29.32220,6.17570,21.13540,0.03130,0.53440,0.51610,0.19180,0.20650,19.73820,0.7057,0.6282
2011-06-30,480.36700,175.15000,305.21700,10.90800,,165.36000,139.85700,-128.74600,11.11100,0.20200,10.90900,,15.12600,566.62700,552.45700,307.67800,139.85700,294.66300,312.19900,1.88000,1.85000,0.61660,1.60810,29.11460,29.11460,2.31300,115.00730,0.02930,0.26650,0.25740,0.09220,0.09870,19.83200,0.6168,2.2489
2011-03-31,466.35600,180.51500,285.84100,11.43300,,169.88800,115.95300,-124.68200,-8.72900,0.18400,-8.91300,,-8.91300,141.97900,123.86500,289.58500,115.95300,292.89500,292.89500,0.42000,0.42000,0.64170,1.79110,24.86360,24.86360,-1.87170,26.56020,0.02900,-0.17130,-0.16500,-0.05540,-0.05910,18.34310,0.64030,0.88590
2010-12-31,308.37100,107.12000,201.25100,8.85000,,168.64200,32.60900,-115.84800,-83.23900,-0.01200,-83.22700,,-83.46100,281.67300,185.87000,205.64300,32.60900,282.88800,282.88800,0.66000,0.66000,0.65640,1.90990,10.57460,10.57460,-26.99310,60.27480,0.01910,-1.66640,-1.60240,-0.51570,-0.55070,17.94840,0.5833,1.9385
2010-09-30,453.96000,180.15700,273.80300,10.22100,,168.53900,105.26400,-126.83900,-21.57500,0.29100,-21.86600,,-0.29500,30.12100,25.16600,282.85900,105.26400,282.71700,282.71700,0.09000,0.09000,0.67660,2.09230,23.18790,23.18790,-4.75260,5.54370,0.02820,-0.00630,-0.00610,-0.00180,-0.00200,17.12740,0.7191,-0.9229
2010-06-30,447.37900,174.26400,273.11500,10.08900,,172.78600,100.32900,-115.04100,-14.71200,-0.14700,-14.56500,,-9.94500,20.03400,6.34300,278.75300,100.32900,282.21700,282.21700,0.02000,0.02000,0.65910,1.93350,22.42600,22.42600,-3.28850,1.41780,0.02860,-0.20770,-0.19910,-0.06360,-0.06790,17.62560,0.7221,-0.1747
2010-03-31,464.99900,198.22800,266.77100,10.72100,,156.76300,110.00800,-119.27000,-9.26200,0.15900,-9.42100,,-9.40700,67.26300,51.86300,267.09700,110.00800,280.64500,280.64500,0.18000,0.18000,0.64850,1.84470,23.65770,23.65770,-1.99180,11.15340,0.03000,-0.19050,-0.18280,-0.06060,-0.06420,18.22580,0.54200,-1.06350
2009-12-31,196.57200,53.95400,142.61800,8.50900,,97.96510,44.65290,-139.47600,-94.82300,-0.13000,-94.69300,,-91.16500,138.47600,41.67200,199.75800,44.65290,273.60900,273.60900,0.16000,0.16000,0.64480,1.81520,22.71580,22.71580,-48.23830,21.19940,0.01270,-1.83590,-1.76180,-0.59130,-0.62580,18.48310,0.6177,0.3501
2009-09-30,480.24100,197.54000,282.70100,9.88100,,154.04600,128.65500,-122.97500,5.68000,0.45900,5.22100,,9.02900,134.33600,132.36200,282.90200,128.65500,273.65800,290.21500,0.48000,0.48000,0.65900,1.93210,26.78970,26.78970,1.18270,27.56160,0.03040,0.18500,0.17740,0.05720,0.06050,18.43320,0.5704,1.459
2009-06-30,480.33300,188.76800,291.56500,10.20100,-11.12400,164.62100,126.94400,-112.31400,14.63000,0.25900,14.37100,,12.33900,93.59300,96.58500,282.27500,126.94400,272.90100,289.33800,0.35000,0.35000,0.66260,1.96390,26.42830,26.42830,3.04580,20.10790,0.03020,0.25340,0.24300,0.07750,0.08200,18.53730,0.7704,0.9994
2009-03-31,483.07800,198.48800,284.59000,10.39400,,152.20300,132.38700,-120.73900,11.64800,2.12800,9.52000,,12.09000,73.33100,77.17500,287.63000,132.38700,272.32400,288.85300,0.28000,0.28000,0.66200,1.95900,27.40490,27.40490,2.41120,15.97570,0.03010,0.24480,0.23490,0.07540,0.07940,18.79500,0.49320,0.57500
