Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.90800,3.88500,-7.79300,-0.05000,-7.84300,-7.84300,-7.84300,-7.84300,-7.69600,-7.79300,45.67200,45.67200,-0.17000,-0.17000,2.16590,-86.11110,-86.11110,-52.47210,-86.11110,0.29010,-0.0828,-0.0828
2024-06-30,3.75400,3.61200,-7.36600,5.55800,-1.80800,-1.80800,-1.80800,-1.80800,-7.09600,-7.36600,38.33900,38.33900,-0.05000,-0.05000,3.42890,-11.70380,-11.70380,-8.39880,-11.70380,0.52060,0.0077,0.0077
2024-03-31,4.55600,2.92200,-7.47800,-4.95100,-12.42900,-12.42900,-12.42900,-12.42900,-7.21400,-7.47800,21.40000,21.40000,-0.58000,-0.58000,0.72190,1998.21000,1998.23200,-112.14470,1998.23100,-0.02900,-0.36160,-0.36160
2023-12-31,3.71300,1.82000,-5.53300,0.58300,-4.95000,-4.95000,-4.95000,-4.95000,-5.30200,-5.53300,21.29500,21.29500,-0.24000,-0.24000,2.62850,-44.10980,-44.10980,-27.17240,-44.10980,0.52420,-0.3801,-0.3801
2023-09-30,6.10100,3.50800,-9.60900,0.60200,-9.00700,-9.00700,-9.00700,-9.00700,-9.95800,-9.60900,21.34500,21.34500,-0.42000,-0.42000,2.57950,-57.22000,-57.22000,-34.27840,-57.22000,0.73620,-0.3073,-0.3073
2023-06-30,8.24800,3.81100,-12.05900,0.50900,-11.55000,-11.55000,-11.55000,-11.55000,-11.47300,-12.05900,21.27400,21.27400,-0.54000,-0.54000,3.47420,-47.85380,-47.85380,-32.74270,-47.85380,1.12890,-0.5943,-0.5943
2023-03-31,10.91100,4.49700,-15.40800,0.75800,-14.65000,-14.65000,-14.65000,-14.65000,-15.59100,-15.40800,21.18800,21.18800,-0.69000,-0.69000,4.10820,-42.50570,-42.50570,-30.87590,-42.50570,1.62220,-0.61790,-0.61790
2022-12-31,9.05800,3.98200,-13.04000,1.78000,-11.26000,-11.26000,-11.26000,-11.26000,-13.03400,-13.04000,21.02900,21.02900,-0.53000,-0.53000,6.11230,-23.62170,-23.62170,-18.99270,-23.62170,2.24390,-0.6626,-0.6626
2022-09-30,11.06600,4.52500,-16.90100,0.02200,-16.87900,-16.87900,-16.87900,-16.87900,-16.72200,-16.90100,21.08300,21.08300,-0.80000,-0.80000,6.75930,-28.26970,-28.26970,-23.32130,-28.26970,2.81770,-0.6993,-0.6993
2022-06-30,13.74200,4.72200,-19.62300,1.20200,-18.42100,-18.42100,-18.42100,-18.42100,-19.39100,-19.62300,20.99500,20.99500,-0.88000,-0.88000,7.88310,-24.77170,-24.77170,-20.99400,-24.77170,3.50930,-0.7533,-0.7533
2022-03-31,15.97100,5.65600,-21.62700,5.20300,-16.42400,-16.42400,-16.42400,-16.42400,-21.39700,-21.62700,20.89600,20.89600,-0.79000,-0.79000,8.50880,-18.41880,-18.41880,-15.81040,-18.41880,4.23450,-0.71920,-0.71920
2021-12-31,12.33800,5.36900,-17.70700,11.23500,-6.47200,-6.47200,-6.47200,-6.47200,-17.36400,-17.70700,17.17600,17.17600,-0.32000,-0.32000,8.03510,-6.45130,-6.45130,-5.49980,-6.45130,4.76400,-0.7061,-0.707
2021-09-30,12.21100,5.72000,-17.93100,-6.59300,-24.52400,-24.52400,-24.52400,-24.52400,-17.88300,-17.93100,17.69400,17.69400,-1.39000,-1.39000,4.89820,-24.37140,-24.37140,-18.94840,-24.37140,4.78690,-0.5284,-0.5285
2021-06-30,10.69800,6.69500,-17.39300,15.35900,-2.03400,-2.03400,-2.03400,-2.03400,-17.41900,-17.39300,16.35000,16.35000,-0.12000,-0.12000,5.51550,-2.84100,-2.84100,-2.23180,-2.84100,4.08620,-0.46,-0.474
2021-03-31,4.83400,4.79100,-9.62500,3.34900,-6.27600,-6.27600,-6.27600,-6.27600,-9.65000,-9.62500,13.73500,13.73500,-0.46000,-0.46000,1.86510,-24.56070,-24.56070,-10.82070,-24.56070,1.73890,-0.25020,-0.25020
2020-12-31,7.11600,3.25600,-10.37200,-5.90600,-16.27800,-16.27800,-16.27800,-16.27800,-10.37200,-10.37200,5.25200,5.25200,-3.09000,-3.09000,1.66900,-64.13970,-64.13960,-25.75960,-64.13960,1.81490,-0.4055,-0.4055
2020-09-30,,0.30500,-0.30500,,-0.30500,-0.30500,-0.30500,-0.30700,-0.30500,-0.30500,5.07600,5.07600,-0.06000,-0.06000,,,,,,,-0.0284,-0.0284
2020-06-30,,0.03300,-0.03300,,-0.03300,-0.03300,-0.03300,-0.03300,-0.03300,-0.03300,5.00900,5.00900,-0.01000,-0.01000,,,,,,,0,0
2020-03-31,,0.00400,-0.00400,,-0.00400,-0.00400,-0.00400,-0.00400,-0.00400,-0.00400,4.96800,4.96800,0.00000,0.00000,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
